name,screen_name,followers_count,entities,verified,default_profile_image,is_translator,id_str,profile_image_url_https,protected,follow_request_sent,profile_use_background_image,profile_background_color,geo_enabled,description,profile_sidebar_border_color,profile_text_color,muting,profile_background_image_url_https,favourites_count,url,is_translation_enabled,created_at,profile_background_tile,blocking,has_extended_profile,friends_count,notifications,location,lang,id,time_zone,statuses_count,default_profile,translator_type,blocked_by,listed_count,status,profile_link_color,contributors_enabled,utc_offset,profile_sidebar_fill_color,profile_background_image_url,following,profile_image_url,profile_banner_url
ExFinex,ExFinexGlobal,"13,098","{'url': {'urls': [{'url': 'https://t.co/o9GayXvpD8', 'expanded_url': 'http://exfinex.com', 'display_url': 'exfinex.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",FALSE,FALSE,FALSE,1236616283271004160,https://pbs.twimg.com/profile_images/1319154274018811904/2IY-UZTm_normal.png,FALSE,,TRUE,F5F8FA,FALSE,,C0DEED,333333,,,3,https://t.co/o9GayXvpD8,FALSE,Sun Mar 08 11:34:41 +0000 2020,FALSE,,TRUE,859,,Global,,1236616283271004160,,12,TRUE,none,,6,"{'created_at': 'Thu Jun 04 15:05:30 +0000 2020', 'id': 1268559510890639361, 'id_str': '1268559510890639361', 'text': 'More Bullish News on #ETH \nUpdated on Forbes!!\n\nhttps://t.co/fZM94VvcPB', 'truncated': False, 'entities': {'hashtags': [{'text': 'ETH', 'indices': [21, 25]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/fZM94VvcPB', 'expanded_url': 'https://www.forbes.com/sites/jasonbrett/2020/06/03/federal-endorses-ethereum-backed-alternative-to-libor/', 'display_url': 'forbes.com/sites/jasonbre…', 'indices': [48, 71]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 6, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",1DA1F2,FALSE,,DDEEF6,,,http://pbs.twimg.com/profile_images/1319154274018811904/2IY-UZTm_normal.png,https://pbs.twimg.com/profile_banners/1236616283271004160/1603345864
Farhan Thawar,fnthawar,"12,546",{'description': {'urls': []}},FALSE,FALSE,FALSE,14354471,https://pbs.twimg.com/profile_images/1090216378379001856/0kVBhUhE_normal.jpg,FALSE,,TRUE,9AE4E8,TRUE,"VP Engineering @Shopify - Helpful (Acquired), Pivotal, Xtreme Labs (Acquired), Achievers, Microsoft, Trilogy, Waterloo. Everything you know is wrong!",BDDCAD,333333,,https://abs.twimg.com/images/themes/theme1/bg.png,45209,,FALSE,Thu Apr 10 19:42:24 +0000 2008,FALSE,,TRUE,8061,,"Toronto, Ontario",,14354471,,20484,FALSE,none,,390,"{'created_at': 'Sat Jan 16 01:08:24 +0000 2021', 'id': 1350248502752923651, 'id_str': '1350248502752923651', 'text': '@nihalmehta @joinClubhouse https://t.co/afnR309D7Z', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nihalmehta', 'name': 'nihal', 'id': 9413702, 'id_str': '9413702', 'indices': [0, 11]}, {'screen_name': 'joinClubhouse', 'name': 'Clubhouse', 'id': 1242240513811480576, 'id_str': '1242240513811480576', 'indices': [12, 26]}], 'urls': [], 'media': [{'id': 1350248500630614018, 'id_str': '1350248500630614018', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/media/Er0L236XcAI1hfA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Er0L236XcAI1hfA.jpg', 'url': 'https://t.co/afnR309D7Z', 'display_url': 'pic.twitter.com/afnR309D7Z', 'expanded_url': 'https://twitter.com/fnthawar/status/1350248502752923651/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1282, 'h': 224, 'resize': 'fit'}, 'small': {'w': 680, 'h': 119, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 210, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1350248500630614018, 'id_str': '1350248500630614018', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/media/Er0L236XcAI1hfA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Er0L236XcAI1hfA.jpg', 'url': 'https://t.co/afnR309D7Z', 'display_url': 'pic.twitter.com/afnR309D7Z', 'expanded_url': 'https://twitter.com/fnthawar/status/1350248502752923651/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1282, 'h': 224, 'resize': 'fit'}, 'small': {'w': 680, 'h': 119, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 210, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 1350075576808300544, 'in_reply_to_status_id_str': '1350075576808300544', 'in_reply_to_user_id': 9413702, 'in_reply_to_user_id_str': '9413702', 'in_reply_to_screen_name': 'nihalmehta', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}",0084B4,FALSE,,DDFFCC,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/1090216378379001856/0kVBhUhE_normal.jpg,https://pbs.twimg.com/profile_banners/14354471/1610140879
Michele Wucker 🦏,wucker,"12,341","{'url': {'urls': [{'url': 'https://t.co/jLpBC9D35Q', 'expanded_url': 'http://www.thegrayrhino.com', 'display_url': 'thegrayrhino.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",TRUE,FALSE,FALSE,19270440,https://pbs.twimg.com/profile_images/985932526853279745/Y54wqWdq_normal.jpg,FALSE,,TRUE,22330,FALSE,Author of THE GRAY RHINO & YOU ARE WHAT YOU RISK (April 2021). Founder @grayrhinoco. #Finance #Policy #Risk Speaker & strategist @wef @yglvoices #celiac.,250F5B,8C6F39,,https://abs.twimg.com/images/themes/theme15/bg.png,63441,https://t.co/jLpBC9D35Q,FALSE,Wed Jan 21 01:50:58 +0000 2009,FALSE,,TRUE,9707,,"Chicago, IL",,19270440,,25693,FALSE,none,,403,"{'created_at': 'Sat Jan 16 00:04:55 +0000 2021', 'id': 1350232526724493314, 'id_str': '1350232526724493314', 'text': 'RT @FollowAlisonT: Please join us next week for an @NYUStern webinar on polarization, employee activism and a new era for organizational cu…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FollowAlisonT', 'name': 'Alison Taylor', 'id': 460414145, 'id_str': '460414145', 'indices': [3, 17]}, {'screen_name': 'NYUStern', 'name': 'NYU Stern', 'id': 158378207, 'id_str': '158378207', 'indices': [51, 60]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Jan 15 16:29:20 +0000 2021', 'id': 1350117877563715584, 'id_str': '1350117877563715584', 'text': 'Please join us next week for an @NYUStern webinar on polarization, employee activism and a new era for organization… https://t.co/4Y2lRHKpse', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NYUStern', 'name': 'NYU Stern', 'id': 158378207, 'id_str': '158378207', 'indices': [32, 41]}], 'urls': [{'url': 'https://t.co/4Y2lRHKpse', 'expanded_url': 'https://twitter.com/i/web/status/1350117877563715584', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 4, 'favorite_count': 7, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 4, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FF0000,FALSE,,583B47,http://abs.twimg.com/images/themes/theme15/bg.png,,http://pbs.twimg.com/profile_images/985932526853279745/Y54wqWdq_normal.jpg,https://pbs.twimg.com/profile_banners/19270440/1500858571
Ian Hogarth,soundboy,"12,317","{'url': {'urls': [{'url': 'https://t.co/GTfChBwCog', 'expanded_url': 'https://www.ianhogarth.com/about/', 'display_url': 'ianhogarth.com/about/', 'indices': [0, 23]}]}, 'description': {'urls': []}}",FALSE,FALSE,FALSE,9670742,https://pbs.twimg.com/profile_images/1006453796061446145/QpVh0sBT_normal.jpg,FALSE,,TRUE,C0DEED,FALSE,"engineer (ML at cambridge), entrepreneur (@songkick), angel investor, visiting professor (@IIPP_UCL). co-author: @stateofAIreport",C0DEED,333333,,https://abs.twimg.com/images/themes/theme1/bg.png,2156,https://t.co/GTfChBwCog,FALSE,Thu Oct 25 00:29:52 +0000 2007,FALSE,,FALSE,2372,,LDN stand up tall,,9670742,,9906,TRUE,none,,586,"{'created_at': 'Fri Jan 15 17:41:33 +0000 2021', 'id': 1350136050799271938, 'id_str': '1350136050799271938', 'text': ""Came to the Soccer Mommy album a bit late - but it's great!"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}",1DA1F2,FALSE,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/1006453796061446145/QpVh0sBT_normal.jpg,https://pbs.twimg.com/profile_banners/9670742/1448333356
GWPF,thegwpfcom,"12,299","{'url': {'urls': [{'url': 'http://t.co/3rK5gNfFoW', 'expanded_url': 'http://www.thegwpf.com/', 'display_url': 'thegwpf.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}",FALSE,FALSE,FALSE,2784228956,https://pbs.twimg.com/profile_images/506456246795264001/-nX89U5Y_normal.jpeg,FALSE,,TRUE,C0DEED,TRUE,"London-based climate policy think tank, The Global Warming Policy Forum. Reason over emotion. Facts over fear.",C0DEED,333333,,https://abs.twimg.com/images/themes/theme1/bg.png,328,http://t.co/3rK5gNfFoW,FALSE,Mon Sep 01 14:55:49 +0000 2014,FALSE,,FALSE,625,,London,,2784228956,,20945,TRUE,none,,244,"{'created_at': 'Fri Jan 15 18:57:27 +0000 2021', 'id': 1350155151571619842, 'id_str': '1350155151571619842', 'text': 'RT @RogerPielkeJr: My latest...\n\nGlobal Disasters: A Remarkable Story of Science and Policy Success by @RogerPielkeJr https://t.co/OUnzbdv0…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RogerPielkeJr', 'name': 'Roger Pielke Jr.', 'id': 493678717, 'id_str': '493678717', 'indices': [3, 17]}, {'screen_name': 'RogerPielkeJr', 'name': 'Roger Pielke Jr.', 'id': 493678717, 'id_str': '493678717', 'indices': [103, 117]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Jan 15 14:12:47 +0000 2021', 'id': 1350083511881895936, 'id_str': '1350083511881895936', 'text': 'My latest...\n\nGlobal Disasters: A Remarkable Story of Science and Policy Success by @RogerPielkeJr https://t.co/OUnzbdv0Bb', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RogerPielkeJr', 'name': 'Roger Pielke Jr.', 'id': 493678717, 'id_str': '493678717', 'indices': [84, 98]}], 'urls': [{'url': 'https://t.co/OUnzbdv0Bb', 'expanded_url': 'https://rogerpielkejr.substack.com/p/global-disasters-a-remarkable-story?utm_campaign=post&utm_medium=web&utm_source=twitter', 'display_url': 'rogerpielkejr.substack.com/p/global-disas…', 'indices': [99, 122]}]}, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 9, 'favorite_count': 18, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 9, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",1DA1F2,FALSE,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/506456246795264001/-nX89U5Y_normal.jpeg,https://pbs.twimg.com/profile_banners/2784228956/1593781687
Ricardo Abramovay,abramovay,"12,169","{'url': {'urls': [{'url': 'http://t.co/GCSme5XYd8', 'expanded_url': 'http://www.ricardoabramovay.com', 'display_url': 'ricardoabramovay.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}",FALSE,FALSE,FALSE,222296230,https://pbs.twimg.com/profile_images/504003613115416576/3AM-na-e_normal.jpeg,FALSE,,TRUE,C0DEED,TRUE,"Autor de Amazônia. Por uma economia do conhecimento da natureza. Ed. Elefante/Outras Palavras São Paulo, 2019",C0DEED,333333,,https://abs.twimg.com/images/themes/theme1/bg.png,1865,http://t.co/GCSme5XYd8,FALSE,Fri Dec 03 00:44:20 +0000 2010,FALSE,,FALSE,700,,São Paulo Brasil,,222296230,,8559,TRUE,none,,120,"{'created_at': 'Fri Jan 15 21:14:18 +0000 2021', 'id': 1350189591744151558, 'id_str': '1350189591744151558', 'text': '2. A desobediência civil tem a ambição de valorizar e fortalecer direitos democráticos. Os invasores do Capitólio e… https://t.co/1mBKBscv4f', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1mBKBscv4f', 'expanded_url': 'https://twitter.com/i/web/status/1350189591744151558', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': 1350189590116765698, 'in_reply_to_status_id_str': '1350189590116765698', 'in_reply_to_user_id': 222296230, 'in_reply_to_user_id_str': '222296230', 'in_reply_to_screen_name': 'abramovay', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 5, 'favorited': False, 'retweeted': False, 'lang': 'pt'}",1DA1F2,FALSE,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/504003613115416576/3AM-na-e_normal.jpeg,
Yap Pheng Hui 葉鵬飛,yapphenghui,"11,891","{'url': {'urls': [{'url': 'https://t.co/h3oPyz9EAh', 'expanded_url': 'http://yapphenghui.wordpress.com/', 'display_url': 'yapphenghui.wordpress.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",FALSE,FALSE,FALSE,33462545,https://pbs.twimg.com/profile_images/2206236724/_____2012APR-1_tweeter_normal.jpg,FALSE,,TRUE,C0DEED,TRUE,"No Direct Message please  新加坡、東京、台北、北京、新加坡，father of two, husband of one.  文字匠，腰肌勞損，梅门平甩功。SINGAPORE, TOKYO, TAIPEI, BEIJING, SINGAPORE",C0DEED,333333,,https://abs.twimg.com/images/themes/theme1/bg.png,5650,https://t.co/h3oPyz9EAh,FALSE,Mon Apr 20 08:33:51 +0000 2009,FALSE,,FALSE,9999,,Singapore,,33462545,,120887,TRUE,none,,162,"{'created_at': 'Fri Jan 15 15:42:32 +0000 2021', 'id': 1350106098552897536, 'id_str': '1350106098552897536', 'text': 'RT @hermit181: 1、牝雞司晨是諷刺做了自己不該做的事，和性別歧視無關。是否男性也去懷孕生子，才是男女徹底平等？\n\n2、引用的那句，應該是「陳力就列，不能則止」，多讀書。\n\n3、若也讀過《論語》，想想「君子思不出其位」和「不在其位，不謀其政」，再想想現在合法的軍隊統…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'hermit181', 'name': '兩宋遺風', 'id': 908967494387462144, 'id_str': '908967494387462144', 'indices': [3, 13]}], 'urls': []}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Jan 15 00:04:19 +0000 2021', 'id': 1349869987327045633, 'id_str': '1349869987327045633', 'text': '1、牝雞司晨是諷刺做了自己不該做的事，和性別歧視無關。是否男性也去懷孕生子，才是男女徹底平等？\n\n2、引用的那句，應該是「陳力就列，不能則止」，多讀書。\n\n3、若也讀過《論語》，想想「君子思不出其位」和「不在其位，不謀其政」，再想… https://t.co/kGuhnPaDcj', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kGuhnPaDcj', 'expanded_url': 'https://twitter.com/i/web/status/1349869987327045633', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 1349850044476715010, 'quoted_status_id_str': '1349850044476715010', 'retweet_count': 8, 'favorite_count': 144, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'zh'}, 'is_quote_status': True, 'quoted_status_id': 1349850044476715010, 'quoted_status_id_str': '1349850044476715010', 'retweet_count': 8, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'zh'}",1DA1F2,FALSE,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/2206236724/_____2012APR-1_tweeter_normal.jpg,https://pbs.twimg.com/profile_banners/33462545/1514202508
Junior school student Akid,Akid_Poet,"11,820",{'description': {'urls': []}},FALSE,FALSE,FALSE,18325616,https://pbs.twimg.com/profile_images/478077559867842560/4msQMTxy_normal.jpeg,FALSE,,TRUE,FAF2F2,TRUE,祖传苗蛊师。下蛊发私信。#文献传递服务,FFFFFF,3C3940,,https://abs.twimg.com/images/themes/theme1/bg.png,14252,,FALSE,Tue Dec 23 03:46:48 +0000 2008,FALSE,,FALSE,2553,,,,18325616,,38745,FALSE,regular,,182,"{'created_at': 'Fri Jan 15 20:23:24 +0000 2021', 'id': 1350176783753121792, 'id_str': '1350176783753121792', 'text': 'no... https://t.co/b303jsipJR', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/b303jsipJR', 'expanded_url': 'https://twitter.com/variety/status/1350176347910451200', 'display_url': 'twitter.com/variety/status…', 'indices': [6, 29]}]}, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 1350176347910451200, 'quoted_status_id_str': '1350176347910451200', 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}",E061AB,FALSE,,79E633,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/478077559867842560/4msQMTxy_normal.jpeg,https://pbs.twimg.com/profile_banners/18325616/1610631245
Trevor Blackwell,tlbtlbtlb,"11,681","{'url': {'urls': [{'url': 'http://t.co/XwCIwdkiJ5', 'expanded_url': 'http://tlb.org', 'display_url': 'tlb.org', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/SJCqJxYs19', 'expanded_url': 'https://yoga.dev/', 'display_url': 'yoga.dev', 'indices': [35, 58]}]}}",FALSE,FALSE,FALSE,14081052,https://pbs.twimg.com/profile_images/1250957870927015937/njG_w37m_normal.jpg,FALSE,,TRUE,C0DEED,TRUE,PhD in CS. Robotics. @ycombinator. https://t.co/SJCqJxYs19,C0DEED,333333,,https://abs.twimg.com/images/themes/theme1/bg.png,3099,http://t.co/XwCIwdkiJ5,FALSE,Wed Mar 05 01:30:49 +0000 2008,FALSE,,FALSE,508,,Silicon Valley,,14081052,,1828,TRUE,none,,317,"{'created_at': 'Fri Jan 15 21:43:07 +0000 2021', 'id': 1350196843112763392, 'id_str': '1350196843112763392', 'text': '@mattyglesias It affects our estimate of how safe virus research labs are. Given an actual accident in addition to… https://t.co/pyMhMdmNYT', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mattyglesias', 'name': 'Matthew Yglesias 🍦', 'id': 15446531, 'id_str': '15446531', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/pyMhMdmNYT', 'expanded_url': 'https://twitter.com/i/web/status/1350196843112763392', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': 1350177416799514634, 'in_reply_to_status_id_str': '1350177416799514634', 'in_reply_to_user_id': 15446531, 'in_reply_to_user_id_str': '15446531', 'in_reply_to_screen_name': 'mattyglesias', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 5, 'favorited': False, 'retweeted': False, 'lang': 'en'}",1DA1F2,FALSE,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/1250957870927015937/njG_w37m_normal.jpg,https://pbs.twimg.com/profile_banners/14081052/1569525285
Centre for the Study of Existential Risk,CSERCambridge,"11,566","{'url': {'urls': [{'url': 'https://t.co/FRMtQEU4jj', 'expanded_url': 'https://www.cser.ac.uk/', 'display_url': 'cser.ac.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}",FALSE,FALSE,FALSE,3165955997,https://pbs.twimg.com/profile_images/925400508067647489/6W8YqlWI_normal.jpg,FALSE,,TRUE,C0DEED,TRUE,A Cambridge University research centre dedicated to the study and mitigation of risks that could lead to human extinction or civilizational collapse.,C0DEED,333333,,https://abs.twimg.com/images/themes/theme1/bg.png,1636,https://t.co/FRMtQEU4jj,FALSE,Tue Apr 14 11:37:43 +0000 2015,FALSE,,FALSE,833,,"Cambridge, England",,3165955997,,4923,TRUE,none,,266,"{'created_at': 'Fri Jan 15 17:57:10 +0000 2021', 'id': 1350139980186836999, 'id_str': '1350139980186836999', 'text': 'Exciting new paper by CSER\'s @matthijsMmaas and \n@LeverhulmeCFI\n Student Fellow @charlotte_stix ! ""Bridging the gap… https://t.co/eOLrLuNw1k', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'matthijsMmaas', 'name': 'Matthijs Maas', 'id': 2242569434, 'id_str': '2242569434', 'indices': [29, 43]}, {'screen_name': 'LeverhulmeCFI', 'name': 'Future Intelligence', 'id': 4439862976, 'id_str': '4439862976', 'indices': [49, 63]}, {'screen_name': 'charlotte_stix', 'name': 'Charlotte Stix', 'id': 835174791464239105, 'id_str': '835174791464239105', 'indices': [80, 95]}], 'urls': [{'url': 'https://t.co/eOLrLuNw1k', 'expanded_url': 'https://twitter.com/i/web/status/1350139980186836999', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 7, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",1DA1F2,FALSE,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/925400508067647489/6W8YqlWI_normal.jpg,https://pbs.twimg.com/profile_banners/3165955997/1551394289
